1579651200,Japan,2,0,0
1579651200,South Korea,1,0,0
1579651200,Taiwan*,1,0,0
1579651200,Thailand,2,0,0
1579651200,US,1,0,0
1579737600,China,643,18,30
1579737600,Japan,2,0,0
1579737600,Singapore,1,0,0
1579737600,South Korea,1,0,0
1579737600,Taiwan*,1,0,0
1579737600,Thailand,3,0,0
1579737600,US,1,0,0
1579737600,Vietnam,2,0,0
1579824000,China,920,26,35
1579824000,France,2,0,0
1579824000,Japan,2,0,0
1579824000,Singapore,3,0,0
1579824000,South Korea,2,0,0
1579824000,Taiwan*,3,0,0
1579824000,Thailand,5,0,0
1579824000,US,2,0,0
1579824000,Vietnam,2,0,0
1579910400,China,1406,42,38
1579910400,France,3,0,0
1579910400,Japan,2,0,0
1579910400,Malaysia,3,0,0
1579910400,Nepal,1,0,0
1579910400,Singapore,3,0,0
1579910400,South Korea,2,0,0
1579910400,Taiwan*,3,0,0
1579910400,Thailand,7,0,0
1579910400,US,2,0,0
1579910400,Vietnam,2,0,0
1579996800,Australia,4,0,0
1579996800,Canada,1,0,0
1579996800,China,2075,56,48
1579996800,France,3,0,0
1579996800,Japan,4,0,1
1579996800,Malaysia,4,0,0
1579996800,Nepal,1,0,0
1579996800,Singapore,4,0,0
1579996800,South Korea,3,0,0
1579996800,Taiwan*,4,0,0
1579996800,Thailand,8,0,2
1579996800,US,5,0,0
1579996800,Vietnam,2,0,0
1580083200,Australia,5,0,0
1580083200,Cambodia,1,0,0
1580083200,Canada,1,0,0
1580083200,China,2877,82,55
1580083200,France,3,0,0
1580083200,Germany,1,0,0
1580083200,Japan,4,0,1
1580083200,Malaysia,4,0,0
1580083200,Nepal,1,0,0
1580083200,Singapore,5,0,0
1580083200,South Korea,4,0,0
1580083200,Sri Lanka,1,0,0
1580083200,Taiwan*,5,0,0
1580083200,Thailand,8,0,2
1580083200,US,5,0,0
1580083200,Vietnam,2,0,0
1580169600,Australia,5,0,0
1580169600,Cambodia,1,0,0
1580169600,Canada,2,0,0
1580169600,China,5509,131,97
1580169600,France,4,0,0
1580169600,Germany,4,0,0
1580169600,Japan,7,0,1
1580169600,Malaysia,4,0,0
1580169600,Nepal,1,0,0
1580169600,Singapore,7,0,0
1580169600,South Korea,4,0,0
1580169600,Sri Lanka,1,0,0
1580169600,Taiwan*,8,0,0
1580169600,Thailand,14,0,5
1580169600,US,5,0,0
1580169600,Vietnam,2,0,0
1580256000,Australia,6,0,0
1580256000,Cambodia,1,0,0
1580256000,Canada,2,0,0
1580256000,China,6087,133,114
1580256000,Finland,1,0,0
1580256000,France,5,0,0
1580256000,Germany,4,0,0
1580256000,Japan,7,0,1
1580256000,Malaysia,7,0,0
1580256000,Nepal,1,0,0
1580256000,Singapore,7,0,0
1580256000,South Korea,4,0,0
1580256000,Sri Lanka,1,0,0
1580256000,Taiwan*,8,0,0
1580256000,Thailand,14,0,5
1580256000,US,5,0,0
1580256000,United Arab Emirates,4,0,0
1580256000,Vietnam,2,0,0
1580342400,Australia,9,0,2
1580342400,Cambodia,1,0,0
1580342400,Canada,2,0,0
1580342400,China,8141,171,128
1580342400,Finland,1,0,0
1580342400,France,5,0,0
1580342400,Germany,4,0,0
1580342400,India,1,0,0
1580342400,Japan,11,0,1
1580342400,Malaysia,8,0,0
1580342400,Nepal,1,0,0
1580342400,Philippines,1,0,0
1580342400,Singapore,10,0,0
1580342400,South Korea,4,0,0
1580342400,Sri Lanka,1,0,0
1580342400,Taiwan*,9,0,0
1580342400,Thailand,14,0,5
1580342400,US,5,0,0
1580342400,United Arab Emirates,4,0,0
1580342400,Vietnam,2,0,0
1580428800,Australia,9,0,2
1580428800,Cambodia,1,0,0
1580428800,Canada,4,0,0
1580428800,China,9802,213,201
1580428800,Finland,1,0,0
1580428800,France,5,0,0
1580428800,Germany,5,0,0
1580428800,India,1,0,0
1580428800,Italy,2,0,0
1580428800,Japan,15,0,1
1580428800,Malaysia,8,0,0
1580428800,Nepal,1,0,0
1580428800,Philippines,1,0,0
1580428800,Russia,2,0,0
1580428800,Singapore,13,0,0
1580428800,South Korea,11,0,0
1580428800,Sri Lanka,1,0,0
1580428800,Sweden,1,0,0
1580428800,Taiwan*,10,0,0
1580428800,Thailand,19,0,5
1580428800,US,7,0,0
1580428800,United Arab Emirates,4,0,0
1580428800,United Kingdom,2,0,0
1580428800,Vietnam,2,0,0
1580515200,Australia,12,0,2
1580515200,Cambodia,1,0,0
1580515200,Canada,4,0,0
1580515200,China,11891,259,258
1580515200,Finland,1,0,0
1580515200,France,6,0,0
1580515200,Germany,8,0,0
1580515200,India,1,0,0
1580515200,Italy,2,0,0
1580515200,Japan,20,0,1
1580515200,Malaysia,8,0,0
1580515200,Nepal,1,0,0
1580515200,Philippines,1,0,0
1580515200,Russia,2,0,0
1580515200,Singapore,16,0,0
1580515200,South Korea,12,0,0
1580515200,Spain,1,0,0
1580515200,Sri Lanka,1,0,0
1580515200,Sweden,1,0,0
1580515200,Taiwan*,10,0,0
